USER           PID  PPID     VSZ    RSS WCHAN            ADDR S NAME                       
root           204     2       0      0 smsg_recv           0 S [sbuf-5-6]
root           205     2       0      0 smsg_recv           0 S [sbuf-5-21]
root           206     2       0      0 smsg_recv           0 S [sbuf-6-4]
root           207     2       0      0 smsg_recv           0 S [sbuf-6-5]
root           208     2       0      0 smsg_recv           0 S [sbuf-6-6]
root           209     2       0      0 smsg_recv           0 S [sbuf-6-7]
root           210     2       0      0 smsg_recv           0 S [sbuf-6-41]
root           211     2       0      0 smsg_recv           0 S [sblock-5-2]
root           212     2       0      0 smsg_recv           0 S [sblock-5-3]
root           213     2       0      0 smsg_recv           0 S [sblock-5-5]
root           214     2       0      0 smsg_recv           0 S [sipx-5-7]
root           215     2       0      0 smsg_recv           0 S [sipx-5-8]
root           216     2       0      0 smsg_recv           0 S [sipx-5-9]
root           217     2       0      0 smsg_recv           0 S [sipx-5-18]
root           218     2       0      0 smsg_recv           0 S [sipx-5-19]
root           219     2       0      0 smsg_recv           0 S [sipx-5-20]
root           220     2       0      0 smsg_recv           0 S [sipx-5-24]
root           221     2       0      0 smsg_recv           0 S [sipx-5-25]
root           222     2       0      0 smsg_recv           0 S [sipx-5-26]
root           223     2       0      0 smsg_recv           0 S [sipx-5-27]
root           224     2       0      0 smsg_recv           0 S [sipx-5-28]
root           225     2       0      0 smsg_recv           0 S [sipx-5-29]
root           226     2       0      0 smsg_recv           0 S [sipx-5-30]
root           227     2       0      0 smsg_recv           0 S [sipx-5-31]
root           228     2       0      0 sprd_action_thread  0 S [slog-0-0]
root           229     2       0      0 worker_thread       0 I [kworker/7:1H-kblockd]
root           233     2       0      0 kjournald2          0 S [jbd2/sda55-8]
root           234     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           235     2       0      0 rescuer_thread      0 I [kdmflush]
root           236     2       0      0 rescuer_thread      0 I [kdmflush]
root           237     2       0      0 rescuer_thread      0 I [kdmflush]
root           238     2       0      0 rescuer_thread      0 I [kdmflush]
root           239     2       0      0 rescuer_thread      0 I [kdmflush]
root           240     2       0      0 rescuer_thread      0 I [kdmflush]
root           241     2       0      0 rescuer_thread      0 I [kdmflush]
root           242     2       0      0 rescuer_thread      0 I [kdmflush]
root           243     2       0      0 rescuer_thread      0 I [kdmflush]
root           244     2       0      0 rescuer_thread      0 I [kdmflush]
root           245     2       0      0 rescuer_thread      0 I [kdmflush]
root           246     2       0      0 rescuer_thread      0 I [kverityd]
root           247     2       0      0 worker_thread       0 I [kworker/0:1H-kblockd]
root           248     2       0      0 rescuer_thread      0 I [kdmflush]
root           249     2       0      0 rescuer_thread      0 I [kverityd]
root           250     2       0      0 rescuer_thread      0 I [kdmflush]
root           251     2       0      0 rescuer_thread      0 I [kverityd]
root           252     2       0      0 rescuer_thread      0 I [kdmflush]
root           253     2       0      0 rescuer_thread      0 I [kverityd]
root           254     2       0      0 rescuer_thread      0 I [kdmflush]
root           255     2       0      0 rescuer_thread      0 I [kverityd]
root           256     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           260     2       0      0 worker_thread       0 I [kworker/5:1H-kblockd]
root           261     2       0      0 worker_thread       0 I [kworker/1:1H-kblockd]
root           262     2       0      0 worker_thread       0 I [kworker/u17:2-mali_jd]
root           264     1 10894668  2388 do_sys_poll         0 S init
root           266     1 10939640  3968 do_sys_poll         0 S ueventd
root           282     2       0      0 kthread_worker_fn   0 S [loop0]
root           283     2       0      0 kthread_worker_fn   0 S [loop1]
root           284     2       0      0 kthread_worker_fn   0 S [loop2]
root           285     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           286     2       0      0 kthread_worker_fn   0 S [loop3]
root           287     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           288     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           289     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           302     2       0      0 ion_heap_deferred_free 0 S [carveout_fd]
lmkd           306     1 10841892  3756 do_epoll_wait       0 S lmkd
system         307     1 10844332  3916 do_epoll_wait       0 S servicemanager
system         308     1 10896948  4260 do_epoll_wait       0 S hwservicemanager
system         309     1 10848236  2248 do_epoll_wait       0 S vndservicemanager
root           311     2       0      0 psi_poll_worker     0 S [psimon]
root           312     2       0      0 rescuer_thread      0 I [VserTestWq]
keystore       316     1 11035212  8444 binder_thread_read  0 S keystore2
root           322     1 10942044  4000 binder_thread_read  0 S vold
root           350     2       0      0 kjournald2          0 S [jbd2/sda1-8]
root           351     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           358     2       0      0 kjournald2          0 S [jbd2/sda52-8]
root           359     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           363     2       0      0 kjournald2          0 S [jbd2/sda51-8]
root           364     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           369     2       0      0 rescuer_thread      0 I [kbase_job_fault]
system         371     1 10860436  3908 binder_thread_read  0 S android.system.suspend@1.0-service
root           372     2       0      0 irq_wait_for_interrupt 0 S [irq/29-VSP]
system         373     1 10843324  3684 binder_thread_read  0 S android.hardware.security.keymint@1.0-unisoc.service
root           374     1 10797800  2256 binder_thread_read  0 S vendor.sprd.hardware.boot@1.2-service
root           386     2       0      0 kthread_worker_fn   0 S [spi0]
root           387     2       0      0 kthread_worker_fn   0 S [spi3]
root           388     2       0      0 kthread_worker_fn   0 S [gsp-core[0]]
root           389     2       0      0 kthread_worker_fn   0 S [sprd_drm_commit]
root           402     2       0      0 rescuer_thread      0 I [sensorhub_daemo]
root           403     2       0      0 sbuf_read           0 S [shub_rd]
root           404     2       0      0 sbuf_read           0 S [shub_rd_nwu]
root           406     2       0      0 rescuer_thread      0 I [sprd_pd_driver]
root           407     2       0      0 rescuer_thread      0 I [64200000.spi:pm]
root           408     2       0      0 rescuer_thread      0 I [charger_manager]
root           409     2       0      0 smsg_recv           0 S [sbuf-5-41]
root           411     2       0      0 smsg_recv           0 S [sbuf-3-4]
root           412     2       0      0 smsg_recv           0 S [sbuf-3-11]
root           413     2       0      0 smsg_recv           0 S [sbuf-3-12]
root           414     2       0      0 smsg_recv           0 S [sbuf-3-5]
root           415     2       0      0 rescuer_thread      0 I [WCN_LOOPCHECK_Q]
root           416     2       0      0 rescuer_thread      0 I [SPRDBT_RX_QUEUE]
root           417     2       0      0 rescuer_thread      0 I [chipone-tddi-wo]
root           418     2       0      0 rescuer_thread      0 I [chipone-tddi-es]
root           419     2       0      0 irq_wait_for_interrupt 0 S [irq/94-chipone-]
root           420     2       0      0 kthread_worker_fn   0 S [pmic_wdt_worker]
root           421     2       0      0 smpboot_thread_fn   0 S [hang_debug/0]
root           422     2       0      0 smpboot_thread_fn   0 S [hang_debug/1]
root           423     2       0      0 smpboot_thread_fn   0 S [hang_debug/2]
root           424     2       0      0 smpboot_thread_fn   0 S [hang_debug/3]
root           425     2       0      0 smpboot_thread_fn   0 S [hang_debug/4]
root           426     2       0      0 smpboot_thread_fn   0 S [hang_debug/5]
root           427     2       0      0 smpboot_thread_fn   0 S [hang_debug/6]
root           428     2       0      0 smpboot_thread_fn   0 S [hang_debug/7]
root           430     2       0      0 aud_smsg_recv       0 S [audio_sblock-1-]
root           431     2       0      0 aud_smsg_recv       0 S [audio_sblock-1-]
root           432     2       0      0 rescuer_thread      0 I [compr drain]
root           433     2       0      0 rescuer_thread      0 I [headset_mic]
root           434     2       0      0 rescuer_thread      0 I [headset_button]
root           435     2       0      0 rescuer_thread      0 I [headset_detect_]
root           436     2       0      0 rescuer_thread      0 I [headset_ldetl]
root           437     2       0      0 rescuer_thread      0 I [headset_reg_dum]
root           443     2       0      0 rescuer_thread      0 I [kdmflush]
root           446     2       0      0 issue_checkpoint_thread 0 S [f2fs_ckpt-254:1]
root           447     2       0      0 issue_flush_thread  0 S [f2fs_flush-254:]
root           448     2       0      0 issue_discard_thread 0 S [f2fs_discard-25]
root           449     2       0      0 gc_thread_func      0 S [f2fs_gc-254:15]
tombstoned     456     1 10834476  1624 do_epoll_wait       0 S tombstoned
root           465     2       0      0 kthread_worker_fn   0 S [loop4]
root           466     2       0      0 kthread_worker_fn   0 S [loop5]
root           467     2       0      0 kthread_worker_fn   0 S [loop6]
root           468     2       0      0 kthread_worker_fn   0 S [loop7]
root           469     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           470     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           471     2       0      0 kthread_worker_fn   0 S [loop8]
root           472     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           473     2       0      0 kthread_worker_fn   0 S [loop9]
root           474     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           475     2       0      0 kthread_worker_fn   0 S [loop10]
root           476     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           477     2       0      0 kthread_worker_fn   0 S [loop11]
root           478     2       0      0 kthread_worker_fn   0 S [loop12]
root           479     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           480     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           481     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           482     2       0      0 kthread_worker_fn   0 S [loop13]
root           483     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           484     2       0      0 kthread_worker_fn   0 S [loop14]
root           485     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           486     2       0      0 kthread_worker_fn   0 S [loop15]
root           487     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           488     2       0      0 kthread_worker_fn   0 S [loop16]
root           489     2       0      0 kthread_worker_fn   0 S [loop17]
root           490     2       0      0 kthread_worker_fn   0 S [loop18]
root           491     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           492     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           493     2       0      0 kthread_worker_fn   0 S [loop19]
root           494     2       0      0 kthread_worker_fn   0 S [loop20]
root           495     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           496     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           497     2       0      0 kthread_worker_fn   0 S [loop21]
root           498     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           499     2       0      0 kthread_worker_fn   0 S [loop22]
root           500     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           501     2       0      0 kthread_worker_fn   0 S [loop23]
root           502     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           503     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           504     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           505     2       0      0 kthread_worker_fn   0 S [loop24]
root           506     2       0      0 kthread_worker_fn   0 S [loop25]
root           507     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           508     2       0      0 rescuer_thread      0 I [ext4-rsv-conver]
root           524     1 10959000  3320 __skb_wait_for_more_packets 0 S magiskd
root           528     2       0      0 rescuer_thread      0 I [sprdwl_work]
root           529     2       0      0 sprdwl_rx_work_queue 0 D [RX_THREAD]
root           530     2       0      0 sprdwl_rx_net_work_queue 0 D [RX_NET_QUEUE]
root           531     2       0      0 sprdwl_tx_work_queue 0 D [SPRDWL_TX_THREA]
root           535     1 10815988  9800 __arm64_sys_nanosleep 0 S daemon
root           590     2       0      0 smsg_recv           0 S [sblock-3-7]
root           593     2       0      0 wcn_sipc_work_func  0 D [WCN_SIPC_TX_THR]
root           594     2       0      0 wcn_sipc_work_func  0 D [WCN_SIPC_TX_THR]
root           595     2       0      0 wcn_sipc_work_func  0 D [WCN_SIPC_TX_THR]
root           609     1 10910020   140 do_sys_poll         0 S zn-daemon
system         621     1 10983028  2840 __do_sys_rt_sigsuspend 0 S ylog
statsd         632     1 11027008  2992 do_epoll_wait       0 S statsd
root           633     1 11103120  4584 binder_thread_read  0 S netd
root           634     1 15029508 75904 do_sys_poll         0 S zygote64
root           635     1 1765748  12340 do_sys_poll         0 S zygote
root           638     1 10838768  4100 binder_thread_read  0 S installd
root           645   633 10797900  2316 pipe_read           0 S iptables-restore
root           646   633 10785612  2412 pipe_read           0 S ip6tables-restore
system         648     1 10810548  3516 binder_thread_read  0 S android.hidl.allocator@1.0-service
audioserver    649     1  114012    284 binder_thread_read  0 S android.hardware.audio.service
bluetooth      650     1 10879684  2288 binder_thread_read  0 S android.hardware.bluetooth@1.1-service.unisoc
cameraserver   652     1  193636   1132 binder_thread_read  0 S android.hardware.camera.provider@2.4-service
media          653     1   22756    496 binder_thread_read  0 S android.hardware.cas@1.2-service
media          654     1 10891952  3444 binder_thread_read  0 S android.hardware.drm@1.4-service.clearkey
media          655     1   30408   5072 binder_thread_read  0 S android.hardware.drm@1.4-service.widevine
system         656     1 10796932  2776 binder_thread_read  0 S android.hardware.gatekeeper@1.0-service.trusty
root           657     2       0      0 worker_thread       0 I [kworker/u17:4-mali_jd]
system         658     1 10961616  4232 binder_thread_read  0 S android.hardware.graphics.allocator@4.0-service
system         660     1 11334708  8000 binder_thread_read  0 S android.hardware.graphics.composer@2.1-service
system         667     1 10808040  2596 do_epoll_wait       0 S android.hardware.health@2.1-service
mediacodec     674     1   56664   4316 binder_thread_read  0 S media.unisoc.codec2
system         675     1 10864156  2808 binder_thread_read  0 S android.hardware.sensors@1.0-service
system         676     1 10843244  2596 binder_thread_read  0 S android.hardware.usb@1.1-service
wifi           677     1 10879432  2340 binder_thread_read  0 S android.hardware.wifi@1.0-service
system         678     1 10815164  3464 binder_thread_read  0 S vendor.sprd.hardware.lights-service
nobody         679     1 10818996  3112 binder_thread_read  0 S vendor.sprd.hardware.memtrack-service
system         680     1 10788332  3452 binder_thread_read  0 S android.hardware.power.stats-service.example
root           681     2       0      0 irq_wait_for_interrupt 0 S [irq/91-sprd-sen]
system         682     1 10800700  3380 binder_thread_read  0 S android.hardware.rebootescrow-service.default
root           683     1 10927828  3656 binder_thread_read  0 S vendor.unisoc.hardware.power-service
system         684     1 10895752  2656 binder_thread_read  0 S vendor.sprd.hardware.ai_engine@1.0-service
audioserver    687     1 10934492  2676 binder_thread_read  0 S vendor.sprd.hardware.broadcastradio@2.0-service
system         690     1 10817596  2700 binder_thread_read  0 S vendor.sprd.hardware.connmgr@1.0-service
system         693     1 10990628  2316 binder_thread_read  0 S vendor.sprd.hardware.cplog_svc@1.0-service
system         694     1 10814252  2760 binder_thread_read  0 S vendor.sprd.hardware.enhance@1.0-service
system         695     1 11260744  6160 binder_thread_read  0 S vendor.sprd.hardware.face@1.0-service
root           696     2       0      0 worker_thread       0 I [kworker/u17:5-erofs_unzipd]
system         697     1 10880096  2696 binder_thread_read  0 S vendor.sprd.hardware.log@1.0-service
system         699     1 10897532  2872 binder_thread_read  0 S vendor.sprd.hardware.network@1.0-service
system         702     1 10942332  2872 binder_thread_read  0 S vendor.sprd.hardware.oemlock@1.0-service
system         704     1 10785528  2860 0                   0 D vendor.sprd.hardware.thermal@2.0-service
system         705     1 10913564  2756 binder_thread_read  0 S vendor.sprd.hardware.trusty@1.0-service
system         707     1 10836004  2788 binder_thread_read  0 S vendor.sprd.hardware.wcn@1.0-service
system         713     1 10847996  3388 binder_thread_read  0 S vendor.sprd.hardware.vibrator-service
audioserver    714     1 11512664  9972 binder_thread_read  0 S audioserver
credstore      715     1 10820264  4424 binder_thread_read  0 S credstore
gpu_service    721     1 10901568  3584 binder_thread_read  0 S gpuservice
root           723     1 10840784  3200 __arm64_sys_nanosleep 0 S performancemanager
system         724     1 11762388 18168 do_epoll_wait       0 S surfaceflinger
root           730     1   26728    164 __arm64_sys_nanosleep_time32 0 S engpc
system         731     1 10827080  1620 __arm64_sys_nanosleep 0 S gpsd
system         733     1 10966768  2780 __arm64_sys_nanosleep 0 S modem_control
system         734     1 10802508  2416 tipc_read_iter      0 S sprdstorageproxyd
system         735     1 10859852  1700 tipc_read_iter      0 S sprdstorageproxyd
system         736     1 10834976  1648 tipc_read_iter      0 S tee_rpc
system         737     1 10914000  2652 tipc_read_iter      0 S tsupplicant
radio          738     1 11434988   444 binder_thread_read  0 S urild
drm            757     1   29080    636 binder_thread_read  0 S drmserver
root           758     2       0      0 hang_detect_thread  0 D [native_hang_det]
nobody         763     1 10858144  2096 do_sys_poll         0 S traced_probes
nobody         769     1 10848076  2720 do_sys_poll         0 S traced
root           782   621 10816716  2648 do_epoll_wait       0 S ylogw
root           797     1 10830100  2604 __do_sys_rt_sigsuspend 0 S sh
cameraserver   799     1 11329788  6144 binder_thread_read  0 S cameraserver
incidentd      804     1 10883420  3220 do_epoll_wait       0 S incidentd
mediaex        805     1 11195632  8948 binder_thread_read  0 S media.extractor
media          808     1 10897328  5016 binder_thread_read  0 S media.metrics
media          812     1  103872  10712 binder_thread_read  0 S mediaserver
root           814     1 10890448  3020 binder_thread_read  0 S storaged
wifi           815     1 10889240  4684 do_epoll_wait       0 S wificond
root           820     1 10785044  2864 __do_sys_rt_sigsuspend 0 S sh
root           822   797 10840668  5452 do_sys_poll         0 S tcpdump
root           823     1 10850332  3004 __skb_wait_for_more_packets 0 S ext_data
root           824     2       0      0 rescuer_thread      0 I [kbase_event]
root           839     1 10783600  2288 __skb_wait_for_more_packets 0 S ims_bridged
root           841     1 10793236  2668 __do_sys_rt_sigsuspend 0 S sh
root           845     1 10899684  1908 binder_thread_read  0 S log_service
root           850   841 10816288  2168 __skb_wait_for_more_packets 0 S ip
root           851   841 10793236  1032 pipe_read           0 S sh
system         852     1 10949016  2176 binder_thread_read  0 S slogmodem
root           855     1 10897544  1840 binder_thread_read  0 S sprd_networkcontrol
mediacodec     858     1   44244   3376 binder_thread_read  0 S media.codec
root           859     1 10907764  1072 futex_wait_queue_me 0 S charged
root           860     1     868      0 do_select           0 S uniber
system         864     1 10818184  2596 __skb_wait_for_more_packets 0 S phasecheckserver
system         875     1 10865320  2128 sbuf_read           0 S refnotify
root           883     2       0      0 rescuer_thread      0 I [kbase_event]
system         885     1 10963116  1096 __arm64_sys_nanosleep 0 S srtd
system         910     1 10997832  2604 futex_wait_queue_me 0 S thermald
system         911     1 11459620  2860 binder_thread_read  0 S vendor.sprd.hardware.gnss@2.2-service
mediacodec     912     1 11214728  5988 binder_thread_read  0 S media.swcodec
system         919     1 10791168  4240 binder_thread_read  0 S gatekeeperd
root           934     1 10871812  4768 do_epoll_wait       0 S update_engine
system         944     1 10936104  2068 __arm64_sys_nanosleep 0 S connmgr
camera         945     1 10796800  2452 binder_thread_read  0 S remosaic_daemon
system         946     1 10857804  1672 tipc_read_iter      0 S sprdstorageproxyd
root           987     1 10784816  1904 do_wait             0 S supervisor
root           991     1 8669912    396 do_wait             0 S busybox
root          1012   987 13803864 52088 do_epoll_wait       0 S TEESimulator
root          1016     1 10817812  2532 __do_sys_rt_sigsuspend 0 S sh
root          1066  1016 14017600 41728 do_epoll_wait       0 S lspd
mdnsr         1089     1 8674100    136 do_select           0 S mdnsd
root          1192     2       0      0 imsbr_kthread       0 S [imsbr-data[5-2]]
root          1193     2       0      0 sblock_receive      0 S [imsbr-ctrl[5-3]]
root          1229     1 10906548  2728 sbuf_read           0 S cp_diskserver
system        1292   634 19604128 211692 do_epoll_wait      0 S system_server
root          1299     1 10896428  1616 do_sys_poll         0 S zn-zygisk-companion64 zygisk_lsposed
root          1340     1 10817256  2040 do_select           0 S srmi_proxyd
radio         1628   634 15947628 82760 do_epoll_wait       0 S com.android.phone
root          1630     2       0      0 smsg_recv           0 S [sblock-3-8]
root          1631     2       0      0 smsg_recv           0 S [sblock-3-9]
wifi          1646     1 10936844  3880 do_select           0 S wpa_supplicant
bluetooth     1650   634 15699288 71988 do_epoll_wait       0 S com.android.bluetooth
u0_a124       1654   634 16024460 196160 do_epoll_wait      0 S com.android.systemui
webview_zygote 1736  634 14994236 54728 do_sys_poll         0 S webview_zygote
network_stack 1757   634 14976936 70564 do_epoll_wait       0 S com.android.networkstack.process
u0_a132       1935   634 14762012 60304 do_epoll_wait       0 S com.android.smspush
secure_element 1954  634 14763348 61368 do_epoll_wait       0 S com.android.se
system        1970   634 14762204 60956 do_epoll_wait       0 S com.sprd.srmi
system        1987   634 15209144 66308 do_epoll_wait       0 S com.android.settings
u0_a135       2008   634 14953360 130108 do_epoll_wait      0 S android.ext.services
root          2058     2       0      0 rescuer_thread      0 I [kbase_event]
u0_a190       2138   634 15249264 86568 do_epoll_wait       0 S com.android.launcher3
root          2202     2       0      0 rescuer_thread      0 I [kbase_event]
logd          2411     1 11025548  5332 __do_sys_rt_sigsuspend 0 S logd
root          2416     1 10821908  2776 __do_sys_rt_sigsuspend 0 S sh
root          2425     2       0      0 kthread_worker_fn   0 S [loop26]
root          2457  2416 10829756  2512 __skb_wait_for_more_packets 0 S logcat
root          2468     1 8670132    368 __arm64_sys_nanosleep 0 S crond
root          2469   991 8673976    332 do_select           0 S inotifywait
root          2470   991 8669912    404 do_sys_poll         0 S busybox
root          2583     2       0      0 worker_thread       0 I [kworker/7:7-events_long]
u0_a134       2626   634 15277420 83336 do_epoll_wait       0 S com.android.providers.media.module
system        2639   634 14955144 64480 do_epoll_wait       0 S com.baidu.duershow.statistic
system        2661   634 14955372 37040 do_epoll_wait       0 S com.baidu.duer.ota
system        2687   634 15005268 56552 do_epoll_wait       0 S com.baidu.duerguard
u0_a187       2740   634 15972336 218460 do_epoll_wait      0 S app.lawnchair.nightly
root          2788     1 10930400  3256 __arm64_sys_nanosleep 0 S AsoulOpt
u0_a165       2884   634 15585636 93692 do_epoll_wait       0 S com.omarea.vtools
